student_id,cohort_month,course,channel,university,career_area,city,age,work_status,prior_programming_experience,hours_available_week,payment_method,installments_plan,course_price_final,discount_pct,days_between_signup_and_start,lead_score_marketing,sales_rep,response_time_sales_hours,opened_welcome_email,attended_intro_webinar,first_class_attendance,platform_logins_first_week,assignments_submitted_week1,questions_to_tutor_week1,satisfaction_first_week,scholarship_requested,payment_failed_first_attempt,marketing_segment,newsletter_clicks_last_30d,preferred_class_day,device_type,browser,avatar_color,zodiac_sign,internal_random_code,last_digit_phone,flag_gestion_retencion,target_baja
TRAIN_00036,2025-03,Data Analytics,Referido,Otra,Cs Datos,Cordoba,25,Full-time,Basica,5.4,Tarjeta debito,4,271000,0,17,Alto,SR12,42.9,1,0,0,7,2,4,,0,0,Explorer,0,Sabado,Desktop,Chrome,Gris,Tauro,X5621,8,0,1
TRAIN_00037,2025-05,Web Dev,Web Organico,UTN,Ingenieria,CABA,21,Busca trabajo,Ninguna,5.5,Tarjeta credito,3,178000,25,18,Medio,SR10,2.1,1,1,1,3,3,1,8.5,0,0,Upskiller,8,Martes,Mobile,Chrome,Rojo,Escorpio,X1182,2,0,0
TRAIN_00038,2024-11,SQL,Instagram Ads,UADE,Cs Datos,GBA Norte,26,Full-time,Ninguna,3.0,Tarjeta credito,3,90000,45,12,Bajo,SR02,2.5,1,0,1,7,3,1,9.1,1,0,Curioso,1,Sabado,Desktop,Chrome,Azul,Escorpio,X8743,9,0,0
TRAIN_00039,2024-09,Web Dev,Instagram Ads,Otra,Ingenieria,La Plata,29,Busca trabajo,Intermedia,7.5,Transferencia,3,166000,30,30,Medio,SR02,32.5,1,0,0,8,3,1,6.9,1,0,Career switcher,4,Viernes,Mobile,Chrome,Rojo,Piscis,X2130,1,0,1
TRAIN_00040,2025-05,Python,Instagram Ads,UTN,Ingenieria,GBA Norte,30,Part-time,Basica,1.5,Transferencia,3,170000,30,18,Medio,SR12,3.2,1,0,1,7,4,1,9.1,0,0,Explorer,1,Jueves,Mobile,Chrome,Gris,Piscis,X2889,8,0,0
TRAIN_00041,2024-11,Python,Referido,UTN,Economia,GBA Norte,22,Freelance,Basica,6.3,Tarjeta credito,3,228000,5,7,Medio,SR09,10.8,0,0,1,9,4,2,9.8,0,0,Curioso,0,Viernes,Mobile,Chrome,Naranja,Aries,X4433,5,0,0
TRAIN_00042,2025-03,Machine Learning,Evento,UADE,Diseno,CABA,27,Part-time,Basica,7.9,Transferencia,3,220000,30,0,Bajo,SR05,1.7,1,0,1,13,4,4,6.0,1,1,Curioso,4,Lunes,Desktop,Firefox,Violeta,Capricornio,X8689,1,0,0
TRAIN_00043,2024-11,Machine Learning,Web Organico,UBA,Ingenieria,Rosario,25,Part-time,Basica,0.7,Efectivo,12,268000,20,22,Medio,SR07,0.6,1,0,0,7,3,2,,0,0,Explorer,3,Miercoles,Desktop,Chrome,Gris,Geminis,X3691,0,1,1
TRAIN_00044,2025-03,Data Analytics,TikTok Ads,UTN,Otra,GBA Norte,31,Part-time,Ninguna,11.8,Tarjeta debito,1,209000,15,3,Medio,SR02,1.4,1,1,0,8,3,4,4.3,0,0,Explorer,3,Martes,Mobile,Safari,Naranja,Tauro,X9974,0,0,0
TRAIN_00045,2025-02,Python,TikTok Ads,Universidad Austral,Economia,Otra,21,Full-time,Basica,,Mercado Pago,6,208000,10,23,Medio,SR04,14.7,1,1,0,2,2,2,,0,0,Curioso,8,Sabado,Desktop,Chrome,Rojo,Escorpio,X6294,7,1,1
TRAIN_00046,2024-08,IA Generativa,Google Ads,Otra,Economia,CABA,18,Freelance,Avanzada,8.3,Mercado Pago,4,201000,5,7,Alto,SR05,4.1,1,0,1,4,4,1,8.4,0,1,Desempleado activo,4,Jueves,Desktop,Firefox,Rojo,Acuario,X7389,4,0,0
TRAIN_00047,2025-03,IA Generativa,Instagram Ads,UBA,Cs Datos,Rosario,22,Full-time,Basica,2.6,Tarjeta credito,9,154000,20,22,Bajo,SR05,0.7,1,0,1,4,4,1,9.7,0,0,Desempleado activo,1,Martes,Desktop,Chrome,Violeta,Virgo,X4938,6,0,0
TRAIN_00048,2024-11,IA Generativa,Universidad Partner,Otra,Ingenieria,GBA Norte,18,Part-time,Basica,9.2,Tarjeta credito,2,189000,15,16,Bajo,SR07,12.1,1,0,1,10,4,6,8.5,0,0,Desempleado activo,5,Martes,Desktop,Chrome,Violeta,Escorpio,X2321,0,0,0
TRAIN_00049,2025-05,Python,Instagram Ads,UBA,Otra,CABA,18,Full-time,Ninguna,0.0,Tarjeta credito,6,234000,10,16,Bajo,SR08,7.2,1,1,1,13,3,5,8.3,0,0,Explorer,5,Martes,Desktop,Safari,Rojo,Tauro,X4482,8,0,0
TRAIN_00050,2025-03,Machine Learning,Instagram Ads,UNLP,Ingenieria,Mendoza,18,Busca trabajo,Ninguna,,Mercado Pago,2,245000,25,23,Alto,SR08,2.0,1,1,1,11,4,2,10.0,1,0,Desempleado activo,0,Jueves,Desktop,Chrome,Azul,Piscis,X6207,8,0,0
TRAIN_00051,2025-03,Web Dev,Web Organico,Otra,Otra,GBA Norte,26,No trabaja,Basica,11.3,Tarjeta credito,9,176000,25,14,Medio,SR01,1.7,1,1,1,10,4,4,6.6,0,0,Upskiller,1,Jueves,Desktop,Firefox,Naranja,Cancer,X5627,1,0,0
TRAIN_00052,2025-04,IA Generativa,Instagram Ads,UADE,Otra,GBA Sur,29,Full-time,Ninguna,4.0,Mercado Pago,1,152000,15,24,Bajo,SR11,1.3,0,1,1,4,4,1,9.5,0,0,Upskiller,0,Lunes,Desktop,Chrome,Gris,Virgo,X2797,1,0,0
TRAIN_00053,2025-03,Data Analytics,Instagram Ads,UBA,Ingenieria,GBA Oeste,22,Part-time,Basica,13.3,Transferencia,2,194000,20,0,Alto,SR05,0.5,1,0,1,10,4,4,8.2,0,0,Curioso,7,Jueves,Desktop,Chrome,Rojo,Acuario,X2397,8,0,0
TRAIN_00054,2025-03,Machine Learning,Google Ads,UTN,Diseno,GBA Sur,24,Part-time,Basica,3.0,Tarjeta credito,3,246000,25,4,Medio,SR07,4.8,1,1,1,46,4,15,0.0,0,0,Curioso,0,Lunes,Desktop,Chrome,Verde,Piscis,X7511,6,0,0
TRAIN_00055,2024-10,Python,Referido,UTN,Ingenieria,Cordoba,28,Freelance,Basica,9.4,Mercado Pago,1,215000,10,26,Medio,SR07,25.1,1,0,0,9,2,4,5.0,0,0,Curioso,4,Martes,Desktop,Edge,Gris,Tauro,X4641,5,0,0
TRAIN_00056,2024-09,Data Analytics,Evento,UBA,Ingenieria,Cordoba,24,Full-time,Ninguna,10.8,Tarjeta credito,9,499000,20,10,Alto,SR01,0.8,1,0,1,8,4,3,10.0,0,0,Desempleado activo,3,Sabado,Desktop,Chrome,Gris,Libra,X3741,1,0,0
TRAIN_00057,2024-08,Data Analytics,Google Ads,UBA,Otra,Rosario,25,No trabaja,Ninguna,,Tarjeta credito,2,250000,0,11,Bajo,SR12,27.8,0,0,0,6,3,2,9.9,0,0,Curioso,1,Martes,Desktop,Firefox,Azul,Cancer,X1960,1,0,0
TRAIN_00058,2025-03,IA Generativa,Google Ads,UADE,Otra,GBA Oeste,20,Full-time,Basica,6.7,Tarjeta credito,3,203000,5,27,Medio,SR01,1.3,1,0,0,6,2,3,,0,1,Curioso,3,Lunes,Mobile,Chrome,Rojo,Aries,X2255,6,1,1
TRAIN_00059,2025-04,Data Analytics,TikTok Ads,UADE,Cs Datos,La Plata,23,Part-time,Ninguna,4.6,Mercado Pago,3,161000,30,13,Medio,SR03,4.6,1,0,1,6,4,4,7.9,0,1,Upskiller,7,Lunes,Desktop,Chrome,Verde,Aries,X3230,0,0,0
TRAIN_00060,2024-10,SQL,TikTok Ads,UADE,Diseno,Rosario,23,Full-time,Intermedia,,Tarjeta debito,1,116000,35,10,Medio,SR02,5.1,1,0,0,7,3,1,5.1,0,0,Curioso,0,Lunes,Tablet,Chrome,Verde,Aries,X7243,3,0,0
TRAIN_00061,2024-10,Web Dev,Referido,UBA,Psicologia,CABA,29,No trabaja,Basica,6.9,Efectivo,6,253000,10,27,Medio,SR10,2.9,1,0,1,6,4,3,9.4,0,1,Explorer,0,Sabado,Desktop,Safari,Naranja,Libra,X6704,2,0,0
TRAIN_00062,2025-03,SQL,Evento,ITBA,Diseno,GBA Sur,18,No trabaja,Ninguna,10.9,Mercado Pago,6,128000,30,5,Bajo,SR06,33.4,1,1,1,10,4,3,7.1,0,1,Career switcher,3,Miercoles,Mobile,Chrome,Gris,Geminis,X4549,1,0,0
TRAIN_00063,2025-04,Web Dev,Instagram Ads,UTN,Ingenieria,CABA,21,Full-time,Ninguna,9.4,Transferencia,3,195000,15,2,Bajo,SR09,3.7,1,1,1,9,4,2,9.5,0,0,Explorer,4,Sabado,Desktop,Firefox,Naranja,Cancer,X2139,0,0,0
TRAIN_00064,2025-03,Python,Google Ads,Otra,Cs Datos,CABA,22,Full-time,Ninguna,6.9,Mercado Pago,9,231000,0,10,Bajo,SR03,0.2,1,0,0,6,3,2,7.7,0,0,Explorer,0,Viernes,Mobile,Chrome,Verde,Aries,X7990,9,0,0
TRAIN_00065,2025-05,Data Analytics,Referido,ITBA,Cs Datos,GBA Oeste,25,Full-time,Avanzada,3.7,Tarjeta debito,2,244000,0,17,Medio,SR10,15.2,1,1,1,8,4,4,6.7,0,0,Explorer,1,Sabado,Mobile,Chrome,Verde,Escorpio,X9133,1,0,0
TRAIN_00066,2025-04,Web Dev,Instagram Ads,UTN,Economia,GBA Norte,24,Freelance,Ninguna,0.0,Mercado Pago,6,186000,25,8,Bajo,SR07,5.5,1,0,1,8,4,3,9.7,0,1,Explorer,2,Jueves,Desktop,Chrome,Gris,Virgo,X9300,7,0,0
TRAIN_00067,2025-02,IA Generativa,Instagram Ads,ITBA,Administracion,GBA Sur,26,Freelance,Intermedia,8.1,,12,189000,0,6,Medio,SR08,2.7,1,1,1,8,4,0,6.7,0,0,Curioso,5,Martes,Mobile,Chrome,Azul,Virgo,X1008,2,0,0
TRAIN_00068,2025-02,SQL,Instagram Ads,UADE,Ingenieria,GBA Norte,30,Freelance,Ninguna,3.5,Transferencia,12,142000,15,0,Bajo,SR07,88.5,1,1,1,14,4,4,7.9,0,1,Career switcher,0,Viernes,Mobile,Chrome,Violeta,Capricornio,X3292,8,0,1
TRAIN_00069,2024-10,Machine Learning,Universidad Partner,UTN,Otra,Rosario,18,No trabaja,Avanzada,1.5,Mercado Pago,3,277000,10,16,Alto,SR03,1.1,1,1,1,10,4,4,,0,0,Curioso,2,Viernes,Desktop,Firefox,Violeta,Aries,X3801,6,1,1
TRAIN_00070,2024-10,Web Dev,TikTok Ads,UNLP,Cs Datos,CABA,19,No trabaja,Ninguna,6.9,Tarjeta credito,9,204000,15,1,Medio,SR05,6.1,0,0,1,6,4,0,8.6,0,0,Career switcher,3,Martes,Desktop,Chrome,Gris,Aries,X1225,2,0,0
TRAIN_00071,2024-11,IA Generativa,Universidad Partner,Otra,Ingenieria,Rosario,18,Busca trabajo,Ninguna,8.1,Transferencia,1,176000,15,5,Medio,SR11,1.5,1,0,1,8,4,4,4.9,0,0,Career switcher,1,Sabado,Mobile,Chrome,Azul,Escorpio,X9923,2,0,0
TRAIN_00072,2024-10,Python,Instagram Ads,UBA,Psicologia,CABA,21,No trabaja,Ninguna,10.1,Transferencia,3,170000,30,17,Medio,SR01,0.1,0,0,0,3,1,1,6.7,0,0,Curioso,2,Viernes,Tablet,Chrome,Violeta,Escorpio,X9410,9,0,0
TRAIN_00073,2025-04,IA Generativa,TikTok Ads,UBA,Administracion,CABA,26,Part-time,,5.0,Tarjeta credito,2,190000,10,9,Medio,SR12,9.2,1,0,1,13,4,3,10.0,0,0,Explorer,1,Lunes,Mobile,Firefox,Gris,Virgo,X3272,1,0,0
TRAIN_00074,2024-11,Machine Learning,Referido,UTN,Ingenieria,GBA Norte,19,Part-time,Ninguna,7.5,Efectivo,3,256000,20,0,Alto,SR07,66.4,1,1,0,0,2,1,,0,0,Upskiller,2,Lunes,Mobile,Chrome,Violeta,Acuario,X3481,2,0,1
TRAIN_00075,2025-02,IA Generativa,Referido,Otra,Cs Datos,CABA,25,Busca trabajo,Ninguna,7.7,Transferencia,3,180000,10,6,Alto,SR03,7.8,1,0,1,8,4,4,7.8,0,1,Upskiller,0,Jueves,Desktop,Chrome,Gris,Acuario,X3413,7,0,0
TRAIN_00076,2025-04,IA Generativa,TikTok Ads,,Otra,GBA Sur,23,Busca trabajo,Ninguna,3.1,Tarjeta debito,4,132000,40,0,Medio,SR02,2.3,1,1,0,4,3,3,8.0,0,1,Desempleado activo,3,Viernes,Mobile,Safari,Gris,Sagitario,X6911,0,0,0
TRAIN_00077,2025-03,Web Dev,Universidad Partner,UBA,Otra,La Plata,24,Freelance,Basica,14.0,Mercado Pago,9,179000,25,15,Bajo,SR04,9.8,1,1,0,3,0,1,,0,0,Career switcher,0,Lunes,Desktop,Chrome,Gris,Libra,X9727,5,0,0
TRAIN_00078,2024-10,Python,Universidad Partner,Otra,Ingenieria,Otra,18,Freelance,Intermedia,6.2,Tarjeta credito,6,191000,20,25,Alto,SR06,15.8,1,1,1,8,4,3,9.3,0,0,Desempleado activo,1,Sabado,Tablet,Chrome,Azul,Acuario,X4356,5,0,0
TRAIN_00079,2025-02,Python,Google Ads,UADE,Psicologia,CABA,30,Busca trabajo,Ninguna,2.9,Efectivo,3,189000,15,30,Bajo,SR04,4.5,0,0,1,8,4,0,8.3,1,0,Desempleado activo,3,Viernes,Desktop,Chrome,Azul,Cancer,X9199,3,0,0
TRAIN_00080,2024-11,Machine Learning,Universidad Partner,UADE,Administracion,La Plata,27,Freelance,Basica,5.7,Tarjeta credito,4,291000,15,0,Alto,SR08,17.5,1,0,0,5,1,2,,0,0,Desempleado activo,2,Martes,Tablet,Safari,Naranja,Capricornio,X3233,4,1,1
TRAIN_00081,2024-09,Data Analytics,Evento,Otra,Administracion,GBA Oeste,21,Full-time,Ninguna,3.0,Tarjeta credito,4,186000,25,4,Alto,SR11,6.7,1,0,0,11,4,4,7.5,1,1,Explorer,0,Viernes,Desktop,Safari,Azul,Leo,X6378,4,0,0
TRAIN_00082,2025-03,SQL,TikTok Ads,Otra,Psicologia,Rosario,20,Full-time,Intermedia,,Tarjeta debito,3,145000,15,10,Alto,SR03,5.6,1,0,0,5,1,0,,0,0,Explorer,2,Viernes,Mobile,Chrome,Gris,Escorpio,X1604,4,1,1
TRAIN_00083,2024-09,Machine Learning,TikTok Ads,UTN,Ingenieria,CABA,19,Freelance,Ninguna,14.3,Transferencia,6,279000,5,3,Medio,SR06,20.8,0,0,1,8,4,2,8.2,0,1,Career switcher,1,Viernes,Tablet,Chrome,Azul,Acuario,X3472,2,0,0
TRAIN_00084,2025-04,Web Dev,Instagram Ads,UBA,Ingenieria,CABA,29,Full-time,Intermedia,6.3,Tarjeta debito,3,473000,0,0,Bajo,SR02,16.0,1,1,1,8,4,3,8.3,0,0,Curioso,0,Martes,Mobile,Chrome,Rojo,Aries,X9905,4,0,0
TRAIN_00085,2024-09,Data Analytics,Instagram Ads,Universidad Austral,Administracion,Mendoza,27,Freelance,Intermedia,2.8,Tarjeta credito,6,247000,10,20,Bajo,SR05,6.3,1,0,1,12,4,3,,0,0,Curioso,0,Sabado,Mobile,Chrome,Naranja,Piscis,X2774,7,1,1
TRAIN_00086,2024-11,Data Analytics,Evento,UTN,Economia,La Plata,30,No trabaja,Avanzada,6.0,Tarjeta credito,3,268000,0,20,Alto,SR09,0.4,1,0,0,3,2,1,3.5,0,0,Career switcher,2,Martes,Mobile,Safari,Verde,Acuario,X4997,8,0,0
TRAIN_00087,2024-10,Web Dev,Referido,UADE,Diseno,La Plata,19,No trabaja,Ninguna,8.2,Tarjeta debito,3,178000,30,24,Alto,SR04,2.5,1,1,1,7,4,1,8.8,1,0,Upskiller,6,Sabado,Desktop,Chrome,Gris,Acuario,X3492,7,0,0
TRAIN_00088,2025-05,Data Analytics,Universidad Partner,UBA,Economia,GBA Sur,21,Full-time,Ninguna,3.0,Efectivo,2,244000,5,9,Bajo,SR08,9.5,1,1,0,5,3,2,6.7,0,0,Career switcher,1,Jueves,Desktop,Safari,Azul,Leo,X3790,0,0,0
TRAIN_00089,2024-08,Python,Instagram Ads,UTN,Diseno,GBA Oeste,26,Part-time,Intermedia,11.4,Mercado Pago,6,216000,15,24,Medio,SR06,48.3,1,0,1,8,4,3,6.6,0,0,Career switcher,2,Viernes,Mobile,Chrome,Gris,Leo,X4255,5,0,0
TRAIN_00090,2024-11,Data Analytics,Referido,UTN,Diseno,GBA Oeste,18,No trabaja,Basica,5.3,Tarjeta debito,4,253000,5,21,Alto,SR09,15.9,1,0,1,9,3,1,10.0,0,0,Desempleado activo,4,Lunes,Mobile,Safari,Rojo,Acuario,X8293,0,0,0
